name,description,category,price,calories,protein,fat,carbohydrates,image
Chicken Alfredo Pasta #877,Delicious and freshly prepared.,Soup,9.89,791,9.0,5.6,47.6,https://example.com/images/item_877.jpg
Vegan Buddha Bowl #878,Rich in flavor and nutrients.,Bowl,10.75,540,19.2,8.2,69.4,https://example.com/images/item_878.jpg
Cheeseburger #879,Topped with fresh herbs.,Sandwich,15.85,238,5.7,16.6,15.3,https://example.com/images/item_879.jpg
Lemonade #880,Served with a side of bread.,Pizza,9.31,444,10.6,5.3,19.5,https://example.com/images/item_880.jpg
Lemonade #881,A customer favorite with premium ingredients.,Drink,15.68,188,14.9,14.1,74.3,https://example.com/images/item_881.jpg
Quinoa Salad #882,Topped with fresh herbs.,Wrap,16.7,792,13.3,11.8,59.6,https://example.com/images/item_882.jpg
Quinoa Salad #883,Served with a side of bread.,Sandwich,13.59,662,11.1,17.1,29.7,https://example.com/images/item_883.jpg
Turkey Club Sandwich #884,Served with a side of bread.,Dessert,16.96,247,22.8,17.9,12.4,https://example.com/images/item_884.jpg
Tomato Soup #885,Delicious and freshly prepared.,Soup,18.91,345,8.9,22.6,30.8,https://example.com/images/item_885.jpg
Caesar Salad #886,Rich in flavor and nutrients.,Soup,19.28,379,22.4,14.9,70.1,https://example.com/images/item_886.jpg
Vegan Buddha Bowl #887,Perfect for lunch or dinner.,Soup,8.98,641,22.8,24.7,31.7,https://example.com/images/item_887.jpg
Quinoa Salad #888,Perfect for lunch or dinner.,Soup,10.97,482,26.8,24.9,29.1,https://example.com/images/item_888.jpg
Margherita Pizza #889,Topped with fresh herbs.,Sandwich,10.17,426,14.1,5.6,14.0,https://example.com/images/item_889.jpg
Cheeseburger #890,Perfect for lunch or dinner.,Wrap,11.58,681,19.6,7.6,58.6,https://example.com/images/item_890.jpg
Tomato Soup #891,Delicious and freshly prepared.,Soup,8.67,194,15.0,3.9,30.7,https://example.com/images/item_891.jpg
Veggie Wrap #892,Rich in flavor and nutrients.,Pasta,6.55,207,21.9,4.8,40.8,https://example.com/images/item_892.jpg
Veggie Wrap #893,Rich in flavor and nutrients.,Burger,10.94,695,8.5,11.5,22.1,https://example.com/images/item_893.jpg
Grilled Chicken Sandwich #894,Perfect for lunch or dinner.,Pizza,7.64,620,9.7,24.8,54.6,https://example.com/images/item_894.jpg
Quinoa Salad #895,A customer favorite with premium ingredients.,Drink,15.35,335,5.7,16.2,33.2,https://example.com/images/item_895.jpg
Tomato Soup #896,Topped with fresh herbs.,Dessert,18.7,293,16.2,5.0,51.8,https://example.com/images/item_896.jpg
Greek Salad #897,Served with a side of bread.,Wrap,9.82,708,19.6,15.9,62.5,https://example.com/images/item_897.jpg
Chocolate Cake #898,Served with a side of bread.,Sandwich,13.3,395,24.5,5.3,10.8,https://example.com/images/item_898.jpg
Chicken Alfredo Pasta #899,Rich in flavor and nutrients.,Soup,16.25,746,14.0,12.3,29.9,https://example.com/images/item_899.jpg
Greek Salad #900,A customer favorite with premium ingredients.,Pizza,18.32,708,15.9,17.4,31.0,https://example.com/images/item_900.jpg
Vegan Buddha Bowl #901,Delicious and freshly prepared.,Bowl,15.17,324,28.7,3.0,27.2,https://example.com/images/item_901.jpg
Chocolate Cake #902,A customer favorite with premium ingredients.,Dessert,15.85,552,26.1,18.9,49.8,https://example.com/images/item_902.jpg
Caesar Salad #903,Served with a side of bread.,Wrap,9.42,509,20.8,12.1,32.8,https://example.com/images/item_903.jpg
Pepperoni Pizza #904,Perfect for lunch or dinner.,Bowl,8.53,243,18.3,19.2,65.9,https://example.com/images/item_904.jpg
Grilled Chicken Sandwich #905,Delicious and freshly prepared.,Drink,5.17,762,24.7,7.0,58.2,https://example.com/images/item_905.jpg
Caesar Salad #906,Served with a side of bread.,Bowl,18.12,443,6.3,23.7,42.2,https://example.com/images/item_906.jpg
Vegan Buddha Bowl #907,Delicious and freshly prepared.,Pasta,8.67,596,22.4,15.1,22.7,https://example.com/images/item_907.jpg
Spaghetti Bolognese #908,Topped with fresh herbs.,Pasta,15.63,685,28.4,21.6,78.4,https://example.com/images/item_908.jpg
Caesar Salad #909,Rich in flavor and nutrients.,Wrap,19.11,658,27.4,16.4,24.9,https://example.com/images/item_909.jpg
Pepperoni Pizza #910,Topped with fresh herbs.,Pasta,18.77,518,29.8,19.0,78.7,https://example.com/images/item_910.jpg
Tomato Soup #911,Delicious and freshly prepared.,Sandwich,15.25,756,12.8,3.3,54.2,https://example.com/images/item_911.jpg
Tomato Soup #912,Served with a side of bread.,Pizza,17.98,740,9.6,14.6,25.7,https://example.com/images/item_912.jpg
Chocolate Cake #913,Served with a side of bread.,Soup,10.86,428,18.5,20.2,41.2,https://example.com/images/item_913.jpg
Spaghetti Bolognese #914,A customer favorite with premium ingredients.,Burger,8.43,194,12.1,19.0,39.0,https://example.com/images/item_914.jpg
Greek Salad #915,Served with a side of bread.,Wrap,14.98,536,20.7,7.0,44.1,https://example.com/images/item_915.jpg
Grilled Chicken Sandwich #916,Perfect for lunch or dinner.,Drink,14.45,269,14.4,16.2,67.6,https://example.com/images/item_916.jpg
Chocolate Cake #917,Topped with fresh herbs.,Sandwich,7.53,265,12.0,7.9,36.6,https://example.com/images/item_917.jpg
Margherita Pizza #918,Served with a side of bread.,Bowl,7.69,667,29.7,7.1,20.2,https://example.com/images/item_918.jpg
Vegan Buddha Bowl #919,Rich in flavor and nutrients.,Sandwich,18.03,182,29.4,4.4,35.0,https://example.com/images/item_919.jpg
Chicken Alfredo Pasta #920,Rich in flavor and nutrients.,Burger,6.99,212,6.8,20.1,13.9,https://example.com/images/item_920.jpg
Chicken Alfredo Pasta #921,Perfect for lunch or dinner.,Drink,17.48,668,11.3,12.6,11.3,https://example.com/images/item_921.jpg
Turkey Club Sandwich #922,Perfect for lunch or dinner.,Pizza,16.33,293,15.5,12.5,29.9,https://example.com/images/item_922.jpg
Pepperoni Pizza #923,Rich in flavor and nutrients.,Pasta,13.73,437,8.0,6.7,78.2,https://example.com/images/item_923.jpg
Tomato Soup #924,Perfect for lunch or dinner.,Salad,13.75,720,9.7,24.3,33.7,https://example.com/images/item_924.jpg
Spaghetti Bolognese #925,Served with a side of bread.,Pizza,17.41,789,22.6,15.8,15.0,https://example.com/images/item_925.jpg
Cheeseburger #926,Rich in flavor and nutrients.,Salad,7.85,556,23.3,5.9,28.2,https://example.com/images/item_926.jpg
Grilled Chicken Sandwich #927,A customer favorite with premium ingredients.,Dessert,5.97,130,17.9,13.6,41.5,https://example.com/images/item_927.jpg
Tomato Soup #928,Delicious and freshly prepared.,Wrap,17.03,690,26.4,8.7,51.1,https://example.com/images/item_928.jpg
Grilled Chicken Sandwich #929,A customer favorite with premium ingredients.,Dessert,19.16,375,16.0,18.6,55.6,https://example.com/images/item_929.jpg
Spaghetti Bolognese #930,Topped with fresh herbs.,Soup,6.45,787,20.3,11.2,49.8,https://example.com/images/item_930.jpg
Caesar Salad #931,A customer favorite with premium ingredients.,Salad,18.58,499,29.6,12.2,18.3,https://example.com/images/item_931.jpg
Quinoa Salad #932,Delicious and freshly prepared.,Burger,15.46,146,6.7,20.4,45.0,https://example.com/images/item_932.jpg
Caesar Salad #933,Topped with fresh herbs.,Salad,13.99,366,21.9,13.4,23.5,https://example.com/images/item_933.jpg
Vegan Buddha Bowl #934,Rich in flavor and nutrients.,Sandwich,15.14,131,12.4,18.2,16.3,https://example.com/images/item_934.jpg
Chicken Alfredo Pasta #935,Perfect for lunch or dinner.,Pizza,9.3,282,21.9,14.4,74.4,https://example.com/images/item_935.jpg
Chicken Alfredo Pasta #936,A customer favorite with premium ingredients.,Drink,9.44,183,10.2,12.6,37.3,https://example.com/images/item_936.jpg
Cheeseburger #937,Rich in flavor and nutrients.,Soup,19.44,235,5.9,10.7,74.6,https://example.com/images/item_937.jpg
Grilled Chicken Sandwich #938,Rich in flavor and nutrients.,Bowl,17.96,297,22.3,24.5,14.7,https://example.com/images/item_938.jpg
Chicken Alfredo Pasta #939,Rich in flavor and nutrients.,Bowl,20.0,436,22.0,22.4,21.8,https://example.com/images/item_939.jpg
Turkey Club Sandwich #940,Delicious and freshly prepared.,Pizza,15.38,155,11.6,19.7,54.6,https://example.com/images/item_940.jpg
Margherita Pizza #941,Served with a side of bread.,Salad,12.66,568,25.8,15.3,30.8,https://example.com/images/item_941.jpg
Caesar Salad #942,Topped with fresh herbs.,Pizza,10.17,325,27.1,16.6,77.3,https://example.com/images/item_942.jpg
Turkey Club Sandwich #943,Delicious and freshly prepared.,Pasta,13.11,502,17.2,7.1,19.8,https://example.com/images/item_943.jpg
Turkey Club Sandwich #944,Delicious and freshly prepared.,Dessert,12.14,208,6.5,18.8,62.9,https://example.com/images/item_944.jpg
Quinoa Salad #945,Served with a side of bread.,Dessert,12.12,622,19.1,7.2,29.8,https://example.com/images/item_945.jpg
Chocolate Cake #946,Delicious and freshly prepared.,Bowl,10.07,592,27.4,11.8,11.2,https://example.com/images/item_946.jpg
Chicken Alfredo Pasta #947,Topped with fresh herbs.,Wrap,5.88,246,28.2,12.0,34.0,https://example.com/images/item_947.jpg
Veggie Wrap #948,Delicious and freshly prepared.,Pizza,12.56,213,20.0,4.4,69.7,https://example.com/images/item_948.jpg
Greek Salad #949,A customer favorite with premium ingredients.,Burger,15.03,607,20.7,11.5,13.4,https://example.com/images/item_949.jpg
Quinoa Salad #950,Delicious and freshly prepared.,Bowl,8.8,444,11.4,9.1,70.3,https://example.com/images/item_950.jpg
Chocolate Cake #951,Rich in flavor and nutrients.,Drink,6.58,690,15.3,9.1,38.0,https://example.com/images/item_951.jpg
Spaghetti Bolognese #952,Served with a side of bread.,Soup,12.17,185,29.8,7.3,53.1,https://example.com/images/item_952.jpg
Grilled Chicken Sandwich #953,Delicious and freshly prepared.,Sandwich,17.52,127,22.3,24.2,51.4,https://example.com/images/item_953.jpg
Caesar Salad #954,Topped with fresh herbs.,Pasta,12.53,518,14.2,23.8,12.1,https://example.com/images/item_954.jpg
Quinoa Salad #955,Topped with fresh herbs.,Bowl,12.44,444,27.4,20.9,36.7,https://example.com/images/item_955.jpg
Spaghetti Bolognese #956,Served with a side of bread.,Pizza,13.22,670,22.6,20.5,24.8,https://example.com/images/item_956.jpg
Vegan Buddha Bowl #957,Perfect for lunch or dinner.,Pasta,12.29,672,19.3,17.5,39.1,https://example.com/images/item_957.jpg
Chicken Alfredo Pasta #958,Perfect for lunch or dinner.,Pizza,15.62,102,12.6,9.1,46.5,https://example.com/images/item_958.jpg
Greek Salad #959,Delicious and freshly prepared.,Wrap,9.06,787,13.8,24.6,28.3,https://example.com/images/item_959.jpg
Margherita Pizza #960,Perfect for lunch or dinner.,Pizza,6.26,564,16.8,4.4,37.2,https://example.com/images/item_960.jpg
Margherita Pizza #961,Served with a side of bread.,Wrap,15.19,205,8.3,23.0,69.1,https://example.com/images/item_961.jpg
Quinoa Salad #962,Rich in flavor and nutrients.,Drink,7.97,122,10.6,9.5,66.9,https://example.com/images/item_962.jpg
Quinoa Salad #963,A customer favorite with premium ingredients.,Salad,17.6,718,21.8,7.7,46.6,https://example.com/images/item_963.jpg
Caesar Salad #964,Rich in flavor and nutrients.,Soup,15.77,148,6.1,24.7,13.9,https://example.com/images/item_964.jpg
Lemonade #965,A customer favorite with premium ingredients.,Sandwich,14.42,116,9.2,4.5,76.9,https://example.com/images/item_965.jpg
Chicken Alfredo Pasta #966,Rich in flavor and nutrients.,Burger,14.07,590,22.4,18.5,30.1,https://example.com/images/item_966.jpg
Turkey Club Sandwich #967,Served with a side of bread.,Sandwich,15.73,756,18.3,24.2,26.0,https://example.com/images/item_967.jpg
Chocolate Cake #968,Rich in flavor and nutrients.,Pizza,5.43,510,24.8,14.0,22.3,https://example.com/images/item_968.jpg
Caesar Salad #969,Perfect for lunch or dinner.,Burger,10.43,294,20.6,13.2,28.6,https://example.com/images/item_969.jpg
Caesar Salad #970,Delicious and freshly prepared.,Soup,10.94,165,24.4,4.0,47.1,https://example.com/images/item_970.jpg
Spaghetti Bolognese #971,A customer favorite with premium ingredients.,Burger,8.99,792,23.4,4.4,29.2,https://example.com/images/item_971.jpg
Chocolate Cake #972,Topped with fresh herbs.,Soup,7.61,459,23.3,8.8,72.5,https://example.com/images/item_972.jpg
Margherita Pizza #973,Rich in flavor and nutrients.,Salad,14.38,139,18.5,6.9,22.8,https://example.com/images/item_973.jpg
Margherita Pizza #974,Topped with fresh herbs.,Salad,5.95,219,9.8,24.0,69.7,https://example.com/images/item_974.jpg
Tomato Soup #975,Perfect for lunch or dinner.,Burger,10.56,226,10.0,9.2,57.1,https://example.com/images/item_975.jpg
Vegan Buddha Bowl #976,Served with a side of bread.,Pizza,15.91,687,26.5,7.4,49.7,https://example.com/images/item_976.jpg
Chocolate Cake #977,A customer favorite with premium ingredients.,Soup,13.82,627,5.2,17.6,48.6,https://example.com/images/item_977.jpg
Quinoa Salad #978,Served with a side of bread.,Dessert,19.66,519,18.7,15.9,64.2,https://example.com/images/item_978.jpg
Quinoa Salad #979,Rich in flavor and nutrients.,Sandwich,8.7,506,12.7,21.0,57.9,https://example.com/images/item_979.jpg
Quinoa Salad #980,Served with a side of bread.,Soup,19.15,143,24.7,14.4,56.1,https://example.com/images/item_980.jpg
Grilled Chicken Sandwich #981,Served with a side of bread.,Pasta,5.1,281,21.5,23.2,12.8,https://example.com/images/item_981.jpg
Cheeseburger #982,Served with a side of bread.,Bowl,14.32,320,8.9,10.5,50.6,https://example.com/images/item_982.jpg
Chocolate Cake #983,Topped with fresh herbs.,Wrap,8.6,674,24.6,4.9,52.6,https://example.com/images/item_983.jpg
Caesar Salad #984,A customer favorite with premium ingredients.,Pizza,13.04,501,15.8,21.5,39.3,https://example.com/images/item_984.jpg
Caesar Salad #985,A customer favorite with premium ingredients.,Salad,7.58,789,9.4,9.8,79.8,https://example.com/images/item_985.jpg
Grilled Chicken Sandwich #986,A customer favorite with premium ingredients.,Drink,8.67,657,18.4,23.9,78.0,https://example.com/images/item_986.jpg
Lemonade #987,Rich in flavor and nutrients.,Drink,12.47,216,12.4,8.8,79.9,https://example.com/images/item_987.jpg
Chicken Alfredo Pasta #988,A customer favorite with premium ingredients.,Bowl,13.88,329,22.6,6.5,66.9,https://example.com/images/item_988.jpg
Lemonade #989,Delicious and freshly prepared.,Salad,13.38,316,22.8,23.9,70.7,https://example.com/images/item_989.jpg
Margherita Pizza #990,Delicious and freshly prepared.,Bowl,17.9,588,28.8,20.6,31.8,https://example.com/images/item_990.jpg
Veggie Wrap #991,A customer favorite with premium ingredients.,Wrap,17.63,672,26.8,20.9,68.7,https://example.com/images/item_991.jpg
Greek Salad #992,Delicious and freshly prepared.,Pasta,8.02,735,7.3,8.5,35.5,https://example.com/images/item_992.jpg
Vegan Buddha Bowl #993,Perfect for lunch or dinner.,Pasta,10.15,241,26.2,12.2,66.0,https://example.com/images/item_993.jpg
Veggie Wrap #994,Perfect for lunch or dinner.,Sandwich,14.15,593,6.6,21.5,67.4,https://example.com/images/item_994.jpg
Lemonade #995,Served with a side of bread.,Drink,5.7,435,19.2,16.0,26.7,https://example.com/images/item_995.jpg
Spaghetti Bolognese #996,Delicious and freshly prepared.,Drink,15.53,329,16.2,4.1,28.6,https://example.com/images/item_996.jpg
Spaghetti Bolognese #997,A customer favorite with premium ingredients.,Bowl,13.51,608,7.8,8.9,28.1,https://example.com/images/item_997.jpg
Turkey Club Sandwich #998,A customer favorite with premium ingredients.,Pizza,19.45,557,16.9,7.9,28.5,https://example.com/images/item_998.jpg
Tomato Soup #999,Topped with fresh herbs.,Salad,14.8,237,23.9,9.3,29.5,https://example.com/images/item_999.jpg
Spaghetti Bolognese #1000,Served with a side of bread.,Soup,11.81,629,27.7,24.4,62.9,https://example.com/images/item_1000.jpg
